"Created Date","Record Number","Record Type","Status","Address","Property/Project Name","Description","Expiration Date",
"10/14/2022","SDOTTREE0004422","Tree - Plant/Prune/Remove","Closed","3800    MONTLAKE  BLVD  NE  SEATTLE","UW - 3800 MONTLAKE AND PACIFIC - PRUNING","REMOVE DEAD WOOD FROM LARGE POPLARS, REMOVE DEAD BIGLEAF MAPLE, PRUNE FOR TRUCK CLEARANCE.","12/26/2022",
"10/14/2022","SDOTTREE0003268-A001","Trees - Revision Amendment","Closed","3524    STONE  WAY  N  SEATTLE","3524 Stone Way N - SUSIPX365082","The site is located within the Fremont Hub Urban Village, with its address along Stone Way N.  Bounded by N  36th Street to the north, and adjacent properties to the east and south.  The zoning is IC-45.  Across the street to the north is a C2-40 zone. The site is currently occupied by multiple commercial retail tenants.This project includes demolition of existing structures on site, and new construction of 5 levels of office and retail above grade along Stone Way N. and N  36th Street.",,
"10/14/2022","SDOTTREE0004423","Tree - Plant/Prune/Remove","Closed","4827    40TH  AVE  SW  SEATTLE","Lange  - 4827 40th Ave SW - Planting","PLANT 2 CITY APPROVED TREES TO CITY OF SEATTLE STANDARDS.  WILL NEED TO OBTAIN ADDITIONAL PERMITS FOR THE PLANTING OF A MULTITUDE OF SHRUBS AND THE REMOVAL OF ENGLISH IVY ON A STEEP SLOPE.  THIS PERMIT ONLY ALLOWS THE PERMITEE TO PLANT 2 TREES IN RIGHT OF WAY TO WEST OF SIDEWALK.","03/30/2023",
"10/14/2022","SDOTTREE0004425","Tree - Plant/Prune/Remove","Closed","2501    CRESTMONT  PL  W  SEATTLE","Gerrard-Smith - 2501 Crestmont Pl W - Pruning","Prune two Red Maple trees (Acer rubrum) located in the planting strip.  * Select removal of weakly attached water sprouts to Restore Crown.Our arborist crew to follow all ANSI 300 pruning standards.","12/26/2022",
"10/14/2022","SDOTTREE0004426","Tree - Plant/Prune/Remove","Closed","102    18TH  AVE  E  SEATTLE","Nason - 102 18th Ave E - Pruning","Properly prune one Black Locust tree (Robinia pseudoacacia) located in the planting strip.*Deadwood removal*Crown lift for additional clearance to drivewayOur arborist crew to follow all ANSI 300 pruning standards.","12/01/2022",
"10/14/2022","SDOTTREE0004427","Tree - Plant/Prune/Remove","Issued","2402   E  OLIVE  ST   SEATTLE","Penrose - 2402 E Olive St - Removal","2402 E olive street, residential location public planter strip south side. *SDOT UF NOTES: ADDITIONAL INFO REGARDING REPLANTING REQUIREMENT SENT IN EMAIL UNDER COMMS TAB*","03/30/2023",
"10/13/2022","SDOTTREE0004410","Tree - Plant/Prune/Remove","Issued","1201   S  BAILEY  ST   SEATTLE","Hunter - 1201 S Bailey St - Planting","Plant one tree, species TBD, in the ROW on Ellis Ave at 1201 S Bailey St. Tree should be planted roughly centered between the water meter and the north edge of the planting strip.Ground cover and low shrubs can be planted at any time without a permit, they must be maintained below 30"" in height (and 24"" within 30' of an intersection) to allow line of sight above them.PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues)","10/24/2023",
"10/13/2022","SDOTTREE0004411","Tree - Plant/Prune/Remove","Issued","44   S  NEVADA  ST   SEATTLE","SUSIP0000270 - 44 S Nevada - Terminal 106","Removal of existing trees located in the right-of-way per Street Improvement Permit No. SUSIP0000270., and replant per approved SIP plans","04/27/2024",
"10/13/2022","SDOTTREE0004412","Tree - Plant/Prune/Remove","Issued","608   W  LEE  ST   SEATTLE","608 W LEE ST","Trench will begin at base of residence steps tying in to residential utility box. Heading east down sidewalk, digging an 18"" wide and 40"" deep trench to tie in at utility vault corner of 6th Ave W and W Lee. Permission to trench within 2.5' to side of Mountain Ash going under roots with vactor. Trench will continue down side of sidewalk until approximately 3' outside dripline of westernmost Ginkgo. There sidewalk will be carefully removed and trench will make a 45 degree angle to jog over to within 18"" of retaining wall. Trench to continue East. Approximately 40' of Sidewalk will be removed adjacent to three mature Ginkgo trees. Trench will continue down to corner and tie in at utility vault at corner. Ginkgo trees will have plywood protection from curb to sidewalk while Mountain Ash will have 4'X5' plywood surround. Contractor will tunnel under roots of Mountain Ash and cease working should they encounter roots over 2"". If roots exceeding 2"" diameter require pruning, contractor will contact SDOT Urban Forestry.   Permit # SUTIL0008912","06/29/2023",
"10/13/2022","SDOTTREE0004413","Tree - Plant/Prune/Remove","Closed","1010    36TH  AVE  E  SEATTLE","Tsiang - 1010 36th Ave E - Pruning","Existing house. End weight reduction on extended scaffold branches, remove deadwood throughout on dutch elm in planting strip on E side of 36th Ave 3 between Prospect and Ward. *SDOT UF NOTES: DED TREATMENT INFO PROVIDED IN EMAIL IN COMMS TAB*","12/06/2022",
"10/13/2022","SDOTTREE0004414","Tree - Plant/Prune/Remove","Closed","7340    22ND  AVE  NW  SEATTLE","Mingeaud - 7340 22nd Ave NW - Pruning","Structure prune 10% 2 ROW Cherries and reduce out the data linesSDOT comment:  V Prune for TeleComm lines to provide approximately 3' feet of clearance.","11/08/2022",
"10/13/2022","SDOTTREE0004415","Tree - Plant/Prune/Remove","Closed","5744    38TH  AVE  NE  SEATTLE","Eagle - 5744 38th Ave NE - Pruning","Prune two Purpleleaf Plum trees located in the ROW. Pruning shall adhere to ANSI 300A standards. Scope of work shall include restoring required clearances to street and sidewalk. Contractor is responsible for maintaining required minimum approach distance from utility. In the event that minimum approaches cannot be maintained, contractor must contact SCL for a make ready.","01/22/2023",
"10/13/2022","SDOTTREE0004416","Tree - Plant/Prune/Remove","Closed","3827    BAGLEY  AVE  N  SEATTLE","Christensen - 3827 BAGLEY AVE N - Pruning","There are two large trees in the parking strip that need pruning for health and safety. One is an albizzia, listed as a heritage tree. The other is a black pine.","03/26/2023",
"10/13/2022","SDOTTREE0004417","Tree - Plant/Prune/Remove","Issued","4402    4TH  AVE  NW  SEATTLE","Woods - 4402 4th Ave NW - Planting","Plant tree in planting strip in front of 4402 4th Ave NW along  4th Ave NW","10/27/2023",
"10/13/2022","SDOTTREE0004418","Tree - Plant/Prune/Remove","Additional Info Requested","1959   NE  PACIFIC  ST   SEATTLE","SUSIP0000391 - 1959 NE PACIFIC ST","As part of our SIP Permit, a new curb line, sidewalk, planting strip, planting (including street trees) will be constructed.","09/30/2024",
"10/13/2022","SDOTTREE0004419","Tree - Plant/Prune/Remove","Issued","500    BROADWAY    SEATTLE","500 Broadway","construct 8 story mixed use building and occupy per plan - street trees, ash removal and replanting per sdci plan","04/30/2023",
"10/13/2022","SDOTTREE0004420","Tree - Plant/Prune/Remove","In Process","824    28TH  AVE  S  SEATTLE","824  28th Ave S Townhomes","Townhomes, two new street trees, staging area for trash/recycling pick up.",,
"10/13/2022","SDOTTREE0004421","Tree - Plant/Prune/Remove","Denied","1532    26TH  AVE   SEATTLE","Keiser - 1532 26th Ave - Fruit Tree Alley - 26th and E Pine","Planting 6 fruit trees into the planting strip on E Pine St. Property (1532 26th Ave) is a corner property, at the corner of 26th Ave and E Pine St. Fruit trees will be spaced 10 feet apart from one another, and the first fruit tree will be planted 5' South of the sidewalk at the corner of 26th Ave and E Pine St. Each tree will be planted into a 1' Swale to reduce runoff, and slow / spread / soak water into the soil. Trees will be 4 fig trees, 1 European plum tree on dwarfing rootstock, and 1 tart cherry tree on dwarfing rootstock. E Pine St. is quite a long frontage, 120'. The intent is to create an alley of fruit trees that can be enjoyed by the neighborhood, which will provide habitat for birds / insects, shade, and beautify the street.",,
"10/12/2022","SDOTTREE0004404","Tree - Plant/Prune/Remove","Inspections Completed","4219    ASHWORTH  AVE  N  SEATTLE","HALL - 4219 ASHWORTH AVE N - PLANT","plant 2 trees in the  6 ' X 60' parking strip in front of 4219 Ashworth Ave N,","03/07/2023",
"10/12/2022","SDOTTREE0004405","Tree - Plant/Prune/Remove","Issued","3422    HUNTER  BLVD  S  SEATTLE","Hardy - 3422 Hunter Blvd S -","Remove and haul away all wood & debris from six Flowering Pear trees (Pyrus sp.) located in the planting strip on S Spokane St adjacent to 3422 Hunter Blvd S. Grind out stumps and surface roots 10-15” below grade to help allow for replanting. Six city-approved trees to be replanted within one year.SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues).GENERAL PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.","12/16/2022",
"10/12/2022","SDOTTREE0004406","Tree - Plant/Prune/Remove","Withdrawn","3024   NE  110TH  ST   SEATTLE","PLANT GROUNDCOVER AND SHRUBS: 3024 NE 110TH ST SEATTLE, WA 98125","The Thornton Creek Alliance community organization and the contractor Dirt Corps will be hosting a community-open volunteer planting event.  The sidewalk will remain open to pedestrian traffic.",,
"10/12/2022","SDOTTREE0004383-AW001","ROW Withdrawal Request","Closed","1140   NW  MARKET  ST   SEATTLE","Carrick","New construction of 5 story apartment building. Pruning 3 oak street trees on frontage of the property in the planting strip on the north side of NW Market St. between 11th Ave NW and 14th Ave NW.",,
"10/12/2022","SDOTTREE0004407","Tree - Plant/Prune/Remove","Closed","916    26TH  AVE  S  SEATTLE","Goch - 916 26th Ave S - Prune","Prune Red Oak in front parking strip - Remove all large dead branches, provide standard clearances over right of way, increase/maintain clearance to/over the house/roof. *SDOT UF NOTES: Maintain safe distances away from trolley wires. Coordinate with Metro as needed*","12/22/2022",
"10/12/2022","SDOTTREE0004408","Tree - Plant/Prune/Remove","Issued","724   N  81ST  ST   SEATTLE","Jennings - 724 N 81ST ST - Planting","Plant one Autumn Brilliance Serviceberry 1.75"" Caliper in planting strip toreplace evergreen magnolia (client will remove). Removal is approved, tree is less than 2"" caliper and trunk damage exceeding 50% diameter at base. Serviceberry is permitted. If any change to species is made, it shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to all spacing  guidelines. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance.","02/27/2023",
"10/12/2022","SDOTTREE0004409","Tree - Plant/Prune/Remove","Issued","7738    DIBBLE  AVE  NW  SEATTLE","Dolan - 7738 Dibble Ave NW - Street Tree Retention","Prune 2 trees in the planting strip in front of 7738 Dibble Ave NW to protect limbs from damage from construction equipment.","11/15/2022",
"10/11/2022","SDOTTREE0004400","Tree - Plant/Prune/Remove","Inspections Completed","3727    MERIDIAN  AVE  N  SEATTLE","ERDELY - 3727 MERIDIAN AVE N - PLANT","Planting 1 Stewartia Pseudocamelia on parking strip.","02/13/2023",
"10/11/2022","SDOTTREE0004401","Tree - Plant/Prune/Remove","Withdrawn","8639    FAUNTLEROY  WAY  SW  SEATTLE","Khazaal - 8634 FAUNTLEROY WAY - PRUNE","Remove tree branches overhanging into ferry line and driving lane. WILL WITHDRAW PERMIT APPLICATION AT THIS TIME, AS NO TREE SERVICE PROVIDER HAS BEEN PROVIDED.  WILL GLADLY REVISIT ONCE A CONTRACTOR FROM OUR LIST IS PROVIDED AND A SCOPE OF PRUINNG.",,
"10/11/2022","SDOTTREE0004403","Tree - Plant/Prune/Remove","Issued","1211   N  44TH  ST   SEATTLE","NOLAN - 1211 N 44TH ST - REMOVE","The subject site is a 4,315 sq ft lot with an existing residence in the Wallingford neighborhood of Seattle, WA. The tree in question is located in the park strip on City of Seattle property on the north edge of the Nolans’ lot abutting N 44th St.","10/13/2023",
"10/10/2022","SDOTTREE0004395","Tree - Plant/Prune/Remove","In Process","9013    13TH  AVE  NW  SEATTLE","9013 13th Ave NW","Eight new townhomes West of 13th Ave NW. In the ROW West of 13th Ave NW there is an existing SPU bio-swale that will be retained and there are two existing trees that will be retained and protected (for green factor and street trees requirement). The sidewalk will remain open.",,
"10/10/2022","SDOTTREE0004396","Tree - Plant/Prune/Remove","Issued","5750    EAST GREEN LAKE  WAY  N  SEATTLE","MOIRAN0 - 5750 EAST GREEN LAKE WAY N - PLANT","Plant groundcover and 1 Wisconsin Red American Hornbeam (Carpinus caroliniana) tree (3” CAL) in the planting strip on the N Side of 5750 East Green Lake Way N. The sidewalk will remain open.","02/11/2023",
"10/10/2022","SDOTTREE0004397","Tree - Plant/Prune/Remove","Issued","2800    10TH  AVE  W  SEATTLE","Streamer -  2800 10th Ave W - REMOVE - PLANT","Client would like to remove the two declining plums in the planting strip and replace them in the same locations with Parrotia Persica Vanessa (East Tree, TRE-32058), and one Venus dogwood (West tree, TRE-32060).","01/15/2023",
"10/10/2022","SDOTTREE0004398","Tree - Plant/Prune/Remove","Inspections Completed","4516    BAGLEY  AVE  N  SEATTLE","JAMERSON - 4516 BAGLEY AVE N - REMOVE","Remove two diseased hawthorne trees in parking strip in front of 4516 Bagley Avenue N","10/17/2023",
"10/10/2022","SDOTTREE0004399","Tree - Plant/Prune/Remove","In Process","1405   N  103RD  ST   SEATTLE","1405 n 103rd st","street trees",,
"10/09/2022","SDOTTREE0004394","Tree - Plant/Prune/Remove","Issued","8031    11TH  AVE  NE  SEATTLE","LOVE - 8031 11TH AVE NE - PLANT","Within one year of permit issuance plant one Japanese Maple tree in the ROW.SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues).GENERAL PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.","10/24/2023",
"10/07/2022","SDOTTREE0004386","Tree - Plant/Prune/Remove","In Process","3854    BEACH  DR  SW  SEATTLE","3854 BEACH DR SW - Street trees","1 new sfr behind existing duplex - new street trees",,
"10/07/2022","SDOTTREE0004387","Tree - Plant/Prune/Remove","In Process","2341    16TH  AVE  S  SEATTLE","2341 + 2337 16TH AVE S - street trees","2341 - 8 NEW UNITS WITH PARKING OFF ALLEY2337 - 8 NEW UNITS WITH PARKING OFF ALLEYStreet trees",,
"10/07/2022","SDOTTREE0004388","Tree - Plant/Prune/Remove","In Process","4824    40TH  AVE  SW  SEATTLE","4824 40TH AVE SW","1  SFR & 4 TOWNHOMES WITH PARKING OFF ALLEY - street trees",,
"10/07/2022","SDOTTREE0004390","Tree - Plant/Prune/Remove","Closed","8021    20TH  AVE  NW  SEATTLE","Peterson - 8021 20th Ave NW - Pruning","Trimming 2 cherry street trees","10/19/2022",
"10/07/2022","SDOTTREE0004391","Tree - Plant/Prune/Remove","Issued","736    32ND  AVE   SEATTLE","Skeel - 736 32nd Ave - Removal","planting strip birch tree infected with bronze birch borer is dead at top and progressively dying - want to remove and replace with appropriate street tree. *SDOT UF NOTES: BBB, WOUNDING, AND STRUCTURAL ISSUES. SITE CONDITIONS DO NOT ALLOW FOR REPLANTING*","03/11/2023",
"10/07/2022","SDOTTREE0004392","Tree - Plant/Prune/Remove","Denied","2806    20TH  AVE  S  SEATTLE","GOODMAN  - 2806 20TH AVE S - REMOVE","1 adult Sweet Gum tree located in the parking strip in front of my house at  2806 20th Ave South, Seattle, WA 98144 which is growing very near the sewer line that serves my house and my next door neighbor's house. This tree routinely grows roots into our joint sewer line (every 12 to 15 months) forcing me to call, schedule & pay for a rooter service to come out to unclog the sewer line. Then I also have to clean up the shit, piss & waste mess that has backed up into my basement.",,
"10/07/2022","SDOTTREE0004393","Tree - Plant/Prune/Remove","Inspections Completed","1703    WARREN  AVE  N  SEATTLE","MARSHAL - 1703 WARREN AVE N - Removal & Planting","Tree RemovalFive paper birches (planting strips on Warren and Hayes) -Remove to low stumps -Haul away all wood and debrisTree PlantingReplace with two Persian Ironwood & One Tokyo Tower Fringe on Hayes St.  Two Natchez Crepe Myrtles on Warren.","03/13/2023",
"10/06/2022","SDOTTREE0004378","Tree - Plant/Prune/Remove","Denied","7705    11TH  AVE  SW  SEATTLE","McIntyre - 7705 11th Ave SW - Planting","Would like to plant one tree on the curb strip directly in front of my town house unit (tree selected from Dirt Corp/ Duwamish Valley Youth Corp event at the end of October).  UNFORTUNATELY, THERE APPEARS TO BE INSUFFICIENT ROOM IN PLANTING STRIP, BASED UPON LOCATIION OF MULTIPLE WATER METERS AND LOCATION OF EXISTING DRIVEWAY.  MINIMUM PLANTING SPECIFICATIONS DICTATE THAT NEWLY PLANTED TREES SHALL BE 5' FROM UNDERGROUND UTILITIES AND 7.5' FROM EXISTING DRIVEWAYS.  POSSIBLY, A TREE COULD BE PLANTED ON PRIVATE PROPERTY SIDE OF SIDEWALK?  THIS WOULD NOT REQUIRE A PERMIT FROM SDOT.  WILL CLOSE OUT PERMIT.",,
"10/06/2022","SDOTTREE0004379","Tree - Plant/Prune/Remove","Closed","5247    41ST  AVE  SW  SEATTLE","Verhaar - 5247 41ST AVE SW - prune","PRUNE 2 PEAR TREES TO CITY OF SEATTLE STANDARDS.  RIGHT OF WAY CLEARANCES, MINIMAL THINNING (15%, MAXIMUM), REMOVE DEADWOOD.  ALL PRUNING CUTS TO ANSI A300 STANDARDS.","11/26/2022",
"10/06/2022","SDOTTREE0004380","Tree - Plant/Prune/Remove","In Process","1115    DEXTER  AVE  N  SEATTLE","1115 Dexter Ave N - SUSIPX421657","New Multi-Family Housing development over parking structure with new street trees on Dexter, Highland Drive ROW, and Aurora Ave.",,
"10/06/2022","SDOTTREE0004381","Tree - Plant/Prune/Remove","Closed","6727    DAYTON  AVE  N  SEATTLE","Langland - 501 N 68th St - Pruning","Corner lot - Trimming 1 plum along Dayton 2 Trees along N 68th st - Cherry and P. PLum","10/23/2022",
"10/06/2022","SDOTTREE0004382","Tree - Plant/Prune/Remove","Denied","1910   NW  96TH  ST   SEATTLE","Kapusuzoglu - 1910 NW 96th St - Removal & Grind","Remove and haul away all wood & debris from one sweetgum tree and grind the stump to allow replanting. Plant city-approved tree within one year.",,
"10/06/2022","SDOTTREE0004383","Tree - Plant/Prune/Remove","Withdrawn","1140   NW  MARKET  ST   SEATTLE","Carrick","New construction of 5 story apartment building. Pruning 3 oak street trees on frontage of the property in the planting strip on the north side of NW Market St. between 11th Ave NW and 14th Ave NW.",,
"10/06/2022","SDOTTREE0004384","Tree - Plant/Prune/Remove","In Process","1136   NW  57TH  ST   SEATTLE","1136 NW 57th","Townhome project, retention of two large street trees, see landscape plan and arborist's report.",,
"10/06/2022","SDOTTREE0004385","Tree - Plant/Prune/Remove","In Process","10668    DURLAND  AVE  NE  SEATTLE","10668 Durland Ave NE_CA","Conceptual approval for street trees.",,
"10/05/2022","SDOTTREE0004371","Tree - Plant/Prune/Remove","Closed","10050    RAVENNA  AVE  NE  SEATTLE","10050 RAVENNA AVE NE - SUSIPX421494","3 NEW RESIDENCE PROPOSED BEHIND AN EXISTING SFR WITH PARKING","06/03/2024",
"10/05/2022","SDOTTREE0004372","Tree - Plant/Prune/Remove","In Process","6700    24TH  AVE  NW  SEATTLE","6700 24TH AVE NW - SUSIP0000577","NEW BUILDING NEXT EAST OF EXISTING.",,
"10/05/2022","SDOTTREE0004373","Tree - Plant/Prune/Remove","Issued","10387    44TH  AVE  NE  SEATTLE","GOMES - 10387 44TH AVE NE - REMOVE, GRIND, PLANT","Remove dead yellow Pine on the corner of 44th Ave NE & NE 104th Pl. Grind stump below grade to allow for future replanting. Prior to grinding perform a 811 locate to mark all underground utilities. Within one year of issuance plant a replacement tree in the right of way. PLANTING SPECIFICATIONS: Tree shall be 2-3"" caliper at time of planting. Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities. SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues).","10/24/2023",
"10/05/2022","SDOTTREE0004374","Tree - Plant/Prune/Remove","Issued","7563    44TH  AVE  SW  SEATTLE","Plymate - 7563 44th Ave SW - Removal/Plant","As requested by Lisa Plymate, I visited the property of 7563 44th Ave SW Seattle, WA 98136 on August 17, 2022. I provided an assessment of the trees located along the city right of way in front of her property. On site I observed one dead and three severely declining street trees that Mrs. Plymate wishes to remove.  REMOVE 4 DECLINING (TRELLIS RUST) PEAR TREES IN PLANTING STRIP AND REPLACE WITH CITY APPROVED STREET TREES, APPROPRIATE FOR UNDER POWER LINES.  TREES TO BE PLANTED TO CITY OF SEATTLE STANDARDS, 5' MINIMUM FROM UTILITIES, 7.5' FROM EXISTING DRIVEWAYS, 20' FROM STREET LIGHTS.","04/28/2023",
"10/05/2022","SDOTTREE0004375","Tree - Plant/Prune/Remove","Withdrawn","2205    WARREN  AVE  N  SEATTLE","2205 Warren Ave - Sidewalk Replacement","Customer worked with Street Use inspector and UF to avoid tree root impacts. Resolved 1/18/23.Replacing sidewalk and driveway. We have a tree with roots that will be affected by this work.",,
"10/05/2022","SDOTTREE0004376","Tree - Plant/Prune/Remove","Closed","7009    23RD  AVE  NW  SEATTLE","Moore - 7009 23rd Ave NW - Pruning","Tree Pruning- 2 Quercus rubra on the right-of-way. Pruning shall adhere to ANSI 300A standards. Scope of work shall include restoring required clearances to street and sidewalk.","01/08/2023",
"10/05/2022","SDOTTREE0004377","Tree - Plant/Prune/Remove","Inspections Completed","1911   N  63RD  ST   SEATTLE","Worthen - 1911 N 63rd St - Planting","Planting a tree in the prepared parking strip adjacent to the east side of the 1911 N 63rd driveway. We hope to plant a Katsura tree.","02/13/2023",
"10/04/2022","SDOTTREE0004352","Tree - Plant/Prune/Remove","In Process","1525    44TH  AVE  SW  SEATTLE","1525 44TH AVE SW - street trees","1 EXISTING BUILDING AND 2 NEW TOWNHOMES WITH SOME PARKING OFF THE ALLEY",,
"10/04/2022","SDOTTREE0004353","Tree - Plant/Prune/Remove","Issued","13013    39TH  AVE  NE  SEATTLE","13013 39TH AVE NE","Remove Laurel shrub located in the right of way. Grind stump below grade to allow for future replanting. Prior to grinding perform an 811 locate to mark all underground utilities.","09/18/2024",
"10/04/2022","SDOTTREE0004354","Tree - Plant/Prune/Remove","Issued","2822    18TH  AVE  S  SEATTLE","COURT - 2822 18TH AVE S - T4N22","PLANT 4 T4N TREES ON BOTH STREET FRONTAGES, IN MARKED LOCATIONS","12/28/2022",
"10/04/2022","SDOTTREE0004355","Tree - Plant/Prune/Remove","Issued","3725    39TH  AVE  S  SEATTLE","GUANSING - 3725 39TH AVE S - T4N22","PLANT 2 TREES IN THE MARKED LOCATIONS","12/28/2022",
"10/04/2022","SDOTTREE0004356","Tree - Plant/Prune/Remove","Issued","900    29TH  AVE  S  SEATTLE","BARNETT - 900 29TH AVE S - T4N22","PLANT 2 T4N TUPELO","12/28/2022",
"10/04/2022","SDOTTREE0004357","Tree - Plant/Prune/Remove","Issued","10351    DIBBLE  AVE  NW  SEATTLE","STOCKWELL - 10351 DIBBLE AVE NW - T4N22","PLANT 2 T4N OAK TREES","12/28/2022",
"10/04/2022","SDOTTREE0004358","Tree - Plant/Prune/Remove","Issued","10742    11TH  AVE  NW  SEATTLE","BENSON - 10742 11TH AVE NW - T4N22","PLANT 1 T4N GINKGO TREE","12/28/2022",
"10/04/2022","SDOTTREE0004359","Tree - Plant/Prune/Remove","Closed","10226    63RD  AVE  S  SEATTLE","GINGOLD - 10226 63RD AVE S - T4N22","PLANT 2 T4N TREES","12/28/2022",
"10/04/2022","SDOTTREE0004360","Tree - Plant/Prune/Remove","Closed","10740    55TH  AVE  S  SEATTLE","SANDERS - 10740 55TH AVE S - T4N22","PLANT 1 T4N EBS MAGNOLIA TREE","12/28/2022",
"10/04/2022","SDOTTREE0004361","Tree - Plant/Prune/Remove","Issued","2565    35TH  AVE  W  SEATTLE","MILLER-MCKEEVER - 2565 35TH AVE W - T4N22","PLANT 1 T4N OAK TREE","12/28/2022",
"10/04/2022","SDOTTREE0004362","Tree - Plant/Prune/Remove","Issued","2638   W  CROCKETT  ST   SEATTLE","DAVID - 2638 W CROCKETT ST - T4N22","PLANT 3 T4N SMOKE TREES","12/28/2022",
"10/04/2022","SDOTTREE0004363","Tree - Plant/Prune/Remove","Issued","4715    25TH  AVE  NE  SEATTLE","SUSIPX391564","4715 25TH AVE NE, SEATTLE WA 98105.   7-story, 236-unit apartment building with retail.  The Linden trees on 25th Ave NE need to be pruned before approval.  Trees should be pruned for ROW clearance (14ft over the street and 8 ft over the sidewalk) as well as any broken or dead branches.","10/20/2022",
"10/04/2022","SDOTTREE0004364","Tree - Plant/Prune/Remove","Issued","2800   W  HAYES  ST   SEATTLE","GIEBEL - 2800 W HAYES ST - T4N22","PLANT 1 T4N GINKGO TREE","12/28/2022",
"10/04/2022","SDOTTREE0004365","Tree - Plant/Prune/Remove","Issued","3425    42ND  AVE  W  SEATTLE","CUNNINGHAM - 3425 42ND AVE W - T4N22","PLANT 1 T4N TREE","12/28/2022",
"10/04/2022","SDOTTREE0004366","Tree - Plant/Prune/Remove","Issued","3502    29TH  AVE  W  SEATTLE","ORSAT - 3502 29TH AVE W - T4N22","PLANT 4 T4N TREES","12/28/2022",
"10/04/2022","SDOTTREE0004367","Tree - Plant/Prune/Remove","Issued","3626    32ND  AVE  W  SEATTLE","SPEARS - 3626 32ND AVE W - T4N22","PLANT 1 T4N GINKGO TREE, IN THE MARKED LOCATION","12/28/2022",
"10/04/2022","SDOTTREE0004368","Tree - Plant/Prune/Remove","In Process","816   NE  70TH  ST   SEATTLE","816 NE 70th St - SUSIP0000440","Townhome project, no existing street trees, need species and approval of layout.   Large Norway Maple to remain on site.",,
"10/04/2022","SDOTTREE0003065-AW001","ROW Withdrawal Request","Closed","165    VALLEY  ST   SEATTLE","165 Valley St. - SUSIPX421017","165 Valley Street",,
"10/04/2022","SDOTTREE0004369","Tree - Plant/Prune/Remove","Issued","3819    38TH  AVE  S  SEATTLE","SEAVER - 3819 38TH AVE S - PLANT","Plant two Magyar Ginkgos (Ginkgo biloba 'Magyar') in ROW in front of 3819 38th Ave S.PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues)Update 9/7/2023: Updated species to 1 Urban Pinnacle Bur Oak and 1 European Beech through Trees For Neighborhoods.","10/18/2023",
"10/04/2022","SDOTTREE0004370","Tree - Plant/Prune/Remove","Issued","7322    23RD  AVE  NW  SEATTLE","COLLINS - 7322 23RD AVE NW - REMOVE","Street tree in our parking strip, in front of 7322 23rd Ave NW, Seattle, WA 98117 has rot and needs to be removed. Want to replace with shrubs (too close to street light for tree replacement).","12/28/2022",
